reference_image,test_image,ref_position,response,resptime
img/i08.bmp,img/c30/i08_8_11zon.bmp,0,6,56.934291
img/i04.bmp,img/c30/i04_4_11zon.bmp,0,6,11.038071
img/i02.bmp,img/c10/i02_2_11zon.bmp,0,6,24.538124
img/i05.bmp,img/c70/i05_5_11zon.bmp,0,4,22.196838
img/i05.bmp,img/c40/i05_5_11zon.bmp,0,4,3.264979
img/i05.bmp,img/c20/i05_5_11zon.bmp,0,4,0.787516
img/i01.bmp,img/c50/i01_1_11zon.bmp,0,4,8.655743
img/i02.bmp,img/c100/i02_2_11zon.bmp,0,0,9.07826
img/i01.bmp,img/c30/i01_1_11zon.bmp,0,6,14.720449
img/i01.bmp,img/c60/i01_1_11zon.bmp,0,6,1.988982
img/i09.bmp,img/c100/i09_9_11zon.bmp,0,1,14.129188
img/i05.bmp,img/c90/i05_5_11zon.bmp,0,3,9.440297
img/i07.bmp,img/c40/i07_7_11zon.bmp,0,5,4.781355
img/i09.bmp,img/c20/i09_9_11zon.bmp,0,6,9.609165
img/i03.bmp,img/c40/i03_3_11zon.bmp,0,6,4.482901
img/i03.bmp,img/c90/i03_3_11zon.bmp,0,5,1.616695
img/i02.bmp,img/c70/i02_2_11zon.bmp,0,5,2.30711
img/i09.bmp,img/c10/i09_9_11zon.bmp,0,6,10.643028
img/i01.bmp,img/c90/i01_1_11zon.bmp,0,4,3.233356
img/i02.bmp,img/c80/i02_2_11zon.bmp,0,4,1.401929
img/i06.bmp,img/c40/i06_6_11zon.bmp,0,6,4.661132
img/i02.bmp,img/c90/i02_2_11zon.bmp,0,4,3.04396
img/i07.bmp,img/c80/i07_7_11zon.bmp,0,4,1.346456
img/i05.bmp,img/c50/i05_5_11zon.bmp,0,5,5.045381
img/i04.bmp,img/c20/i04_4_11zon.bmp,0,6,4.37649
img/i06.bmp,img/c80/i06_6_11zon.bmp,0,5,3.346271
img/i05.bmp,img/c30/i05_5_11zon.bmp,0,6,3.34007
img/i05.bmp,img/c80/i05_5_11zon.bmp,0,5,2.446508
img/i04.bmp,img/c90/i04_4_11zon.bmp,0,5,2.442809
img/i10.bmp,img/c10/i10_10_11zon.bmp,0,6,2.021439
img/i03.bmp,img/c10/i03_3_11zon.bmp,0,6,3.251759
img/i08.bmp,img/c10/i08_8_11zon.bmp,0,6,4.355858
img/i04.bmp,img/c10/i04_4_11zon.bmp,0,6,4.177982
img/i04.bmp,img/c80/i04_4_11zon.bmp,0,6,0.539182
img/i07.bmp,img/c70/i07_7_11zon.bmp,0,5,2.413286
img/i04.bmp,img/c100/i04_4_11zon.bmp,0,2,4.428016
img/i08.bmp,img/c70/i08_8_11zon.bmp,0,4,3.061781
img/i07.bmp,img/c50/i07_7_11zon.bmp,0,5,4.633227
img/i03.bmp,img/c20/i03_3_11zon.bmp,0,5,7.421237
img/i09.bmp,img/c40/i09_9_11zon.bmp,0,5,2.094177
img/i04.bmp,img/c70/i04_4_11zon.bmp,0,5,1.631288
img/i10.bmp,img/c80/i10_10_11zon.bmp,0,5,2.487121
img/i08.bmp,img/c100/i08_8_11zon.bmp,0,2,3.052954
img/i06.bmp,img/c100/i06_6_11zon.bmp,0,0,4.821558
img/i09.bmp,img/c30/i09_9_11zon.bmp,0,5,2.960171
img/i10.bmp,img/c50/i10_10_11zon.bmp,0,6,2.193044
img/i05.bmp,img/c10/i05_5_11zon.bmp,0,6,2.762746
img/i08.bmp,img/c20/i08_8_11zon.bmp,0,6,1.762568
img/i01.bmp,img/c80/i01_1_11zon.bmp,0,5,1.806608
img/i09.bmp,img/c80/i09_9_11zon.bmp,0,5,1.095596
img/i05.bmp,img/c100/i05_5_11zon.bmp,0,0,1.897429
img/i02.bmp,img/c50/i02_2_11zon.bmp,0,5,3.62534
img/i01.bmp,img/c20/i01_1_11zon.bmp,0,6,1.947054
img/i02.bmp,img/c60/i02_2_11zon.bmp,0,6,1.980425
img/i09.bmp,img/c70/i09_9_11zon.bmp,0,5,1.693216
img/i06.bmp,img/c10/i06_6_11zon.bmp,0,6,6.373465
img/i08.bmp,img/c60/i08_8_11zon.bmp,0,5,1.263855
img/i03.bmp,img/c30/i03_3_11zon.bmp,0,6,1.993331
img/i09.bmp,img/c60/i09_9_11zon.bmp,0,5,1.538479
img/i01.bmp,img/c40/i01_1_11zon.bmp,0,5,4.238561
img/i10.bmp,img/c70/i10_10_11zon.bmp,0,5,1.301356
img/i07.bmp,img/c100/i07_7_11zon.bmp,0,0,1.771339
img/i08.bmp,img/c80/i08_8_11zon.bmp,0,4,1.651141
img/i06.bmp,img/c60/i06_6_11zon.bmp,0,4,1.323767
img/i04.bmp,img/c60/i04_4_11zon.bmp,0,6,2.420891
img/i02.bmp,img/c40/i02_2_11zon.bmp,0,6,0.70666
img/i01.bmp,img/c100/i01_1_11zon.bmp,0,1,2.809498
img/i10.bmp,img/c20/i10_10_11zon.bmp,0,6,4.955206
img/i07.bmp,img/c60/i07_7_11zon.bmp,0,5,1.660092
img/i10.bmp,img/c40/i10_10_11zon.bmp,0,6,1.072711
img/i08.bmp,img/c40/i08_8_11zon.bmp,0,6,2.093832
img/i04.bmp,img/c50/i04_4_11zon.bmp,0,6,1.289853
img/i07.bmp,img/c30/i07_7_11zon.bmp,0,6,2.276334
img/i03.bmp,img/c100/i03_3_11zon.bmp,0,2,3.601469
img/i02.bmp,img/c20/i02_2_11zon.bmp,0,5,5.058884
img/i09.bmp,img/c50/i09_9_11zon.bmp,0,5,3.425398
img/i10.bmp,img/c30/i10_10_11zon.bmp,0,6,5.326794
img/i03.bmp,img/c80/i03_3_11zon.bmp,0,4,2.318277
img/i06.bmp,img/c20/i06_6_11zon.bmp,0,5,1.662581
img/i03.bmp,img/c50/i03_3_11zon.bmp,0,6,1.777716
img/i01.bmp,img/c10/i01_1_11zon.bmp,0,6,4.915616
img/i10.bmp,img/c90/i10_10_11zon.bmp,0,4,1.254413
img/i05.bmp,img/c60/i05_5_11zon.bmp,0,4,2.079897
img/i10.bmp,img/c100/i10_10_11zon.bmp,0,1,7.364378
img/i09.bmp,img/c90/i09_9_11zon.bmp,0,3,2.996041
img/i06.bmp,img/c50/i06_6_11zon.bmp,0,5,2.13695
img/i06.bmp,img/c30/i06_6_11zon.bmp,0,5,1.714452
img/i07.bmp,img/c90/i07_7_11zon.bmp,0,4,1.19884
img/i08.bmp,img/c50/i08_8_11zon.bmp,0,5,1.275362
img/i03.bmp,img/c70/i03_3_11zon.bmp,0,5,2.463874
img/i04.bmp,img/c40/i04_4_11zon.bmp,0,6,1.666484
img/i08.bmp,img/c90/i08_8_11zon.bmp,0,4,3.220504
img/i06.bmp,img/c70/i06_6_11zon.bmp,0,5,3.343563
img/i06.bmp,img/c90/i06_6_11zon.bmp,0,4,1.412712
img/i07.bmp,img/c20/i07_7_11zon.bmp,0,5,1.49378
img/i03.bmp,img/c60/i03_3_11zon.bmp,0,5,1.863471
img/i01.bmp,img/c70/i01_1_11zon.bmp,0,5,1.557395
img/i10.bmp,img/c60/i10_10_11zon.bmp,0,5,1.833635
img/i02.bmp,img/c30/i02_2_11zon.bmp,0,5,1.828458
img/i07.bmp,img/c10/i07_7_11zon.bmp,0,5,2.274346
